ds,y,Volume
2022-09-13,151.98695373535156,122656600
2022-09-14,153.43922424316406,87965400
2022-09-15,150.5346221923828,90481100
2022-09-16,148.88475036621094,162278800
2022-09-19,152.61920166015625,81474200
2022-09-20,155.01007080078125,107689800
2022-09-21,151.86837768554688,101696800
2022-09-22,150.90020751953125,86652500
2022-09-23,148.61801147460938,96029900
2022-09-26,148.95394897460938,93339400
2022-09-27,149.93199157714844,84442700
2022-09-28,148.0351104736328,146691400
2022-09-29,140.76377868652344,128138200
2022-09-30,136.5353240966797,124925300
2022-10-03,140.734130859375,114311700
2022-10-04,144.34017944335938,87830100
2022-10-05,144.63656616210938,79471000
2022-10-06,143.67822265625,68402200
2022-10-07,138.40260314941406,85925600
2022-10-10,138.72860717773438,74899000
2022-10-11,137.30593872070312,77033700
2022-10-12,136.6736297607422,70433700
2022-10-13,141.26763916015625,113224000
2022-10-14,136.71316528320312,88598000
2022-10-17,140.69464111328125,85250900
2022-10-18,142.0184783935547,99136600
2022-10-19,142.12713623046875,61758300
2022-10-20,141.66282653808594,64522000
2022-10-21,145.49606323242188,86548600
2022-10-24,147.6498260498047,75981900
2022-10-25,150.5050048828125,74732300
2022-10-26,147.551025390625,88194300
2022-10-27,143.05584716796875,109180200
2022-10-28,153.8640594482422,164762400
2022-10-31,151.4929656982422,97943200
2022-11-01,148.83534240722656,80379300
2022-11-02,143.28306579589844,93604600
2022-11-03,137.20716857910156,97918500
2022-11-04,136.93995666503906,140814800
2022-11-07,137.4743194580078,83374600
2022-11-08,138.0482940673828,89908500
2022-11-09,133.46649169921875,74917800
2022-11-10,145.3415985107422,118854000
2022-11-11,148.1421356201172,93979700
2022-11-14,146.73690795898438,73374100
2022-11-15,148.47860717773438,89868300
2022-11-16,147.24160766601562,64218300
2022-11-17,149.1515350341797,80389400
2022-11-18,149.71560668945312,74829600
2022-11-21,146.4697265625,58724100
2022-11-22,148.61715698242188,51804100
2022-11-23,149.49789428710938,58301400
2022-11-25,146.56869506835938,35195900
2022-11-28,142.71917724609375,69246000
2022-11-29,139.7008819580078,83763800
2022-11-30,146.48953247070312,111380900
2022-12-01,146.76658630371094,71250400
2022-12-02,146.2718048095703,65447400
2022-12-05,145.10411071777344,68826400
2022-12-06,141.4228057861328,64727200
2022-12-07,139.47328186035156,69721100
2022-12-08,141.16551208496094,62128300
2022-12-09,140.6806182861328,76097000
2022-12-12,142.9863739013672,70462700
2022-12-13,143.9561767578125,93886200
2022-12-14,141.7196807861328,82291200
2022-12-15,135.0795135498047,98931900
2022-12-16,133.11024475097656,160156900
